time,TARGET aperture:0,TARGET aperture:1,TARGET aperture:2,TARGET aperture:3,aperture:4,aperture:5,aperture:6,aperture:7,aperture:8
58716.172516445,13.81636639891448,9.03501181371472,8.486596723891639,10.718161278861478,14.237676027459123,9.339854463383805,8.509757601845271,11.2198875505013,10.471292083551676
58143.323827855,13.787877736574037,9.110477729240534,8.46731621750066,10.759225516815969,14.243099303227822,9.616566329402865,8.49040548083503,11.185424645642911,10.08688593006696
56702.250995744995,13.690073089043986,9.795822198502131,8.467891215202245,10.815671064407974,14.055333896465187,10.142283465751762,8.491892438528241,11.150866063244973,9.515052432969952
57621.699289715,13.696007409846947,9.71971945291648,8.47006847420685,10.802383089300127,14.109974197153168,10.00033421581403,8.494168621764198,11.148401920554006,9.823432083814751
59240.09422423,13.629063909692224,9.020210543848558,8.48358454122955,10.714774283968344,13.988412497284411,9.417859671398311,8.507116487060733,11.228039478065194,10.236733508421823
55237.497719965,13.70756710284247,9.337465033291148,8.454942335482066,10.701895743325906,14.138189253582732,9.551387149130173,8.478055353481238,11.194491018899393,9.285589441590478
58873.104460385,13.854561995236415,9.127985484159693,8.479853384739299,10.700297911467032,14.339277340205982,9.422559373914568,8.503683251737941,11.249957360039256,10.35698281679964
57985.782748415004,13.833342200208167,9.117687226084263,8.485041977819538,10.771388930219166,14.321594936204534,9.496475933497324,8.508902228693414,11.199708717038876,9.994654400866336
59081.291126025,13.872789657670836,9.159421696387247,8.501249898859925,10.722591997826461,14.336305078454851,9.509489453377006,8.52350082304399,11.199413050172922,10.326808924753205
57786.738702545,13.798763910478936,9.652832197623212,8.480056928174843,10.817964881694975,14.262708748776404,9.964346735502842,8.502854614129788,11.176432856048615,9.9178606106788
57254.582917025,13.76284739031554,9.850961091795197,8.480775377338247,10.828415502755767,14.186666368617846,10.0923608121431,8.50402229229432,11.158343252328265,9.588215892123205
59604.320053725,13.780214311323716,9.13941061692523,8.48560416285139,10.725809323500956,14.19131530922311,9.606751854699318,8.509753292464723,11.22224865334753,10.434618496260853
58349.88702352,13.758226694543941,9.162141762982115,8.480735739744786,10.744373473747347,14.111967494160632,9.501772967023106,8.504314806929619,11.182719067848385,10.309318556242838
57061.329406755,13.682606272948076,9.871906164104983,8.474468497076787,10.843507428904111,14.118583688243378,10.132001434039793,8.497724105824501,11.164735482617438,9.501651606319584
59445.49668553501,13.841859713717927,9.081116796279925,8.497991723821334,10.71840435718941,14.427290198389569,9.432150686223913,8.521933731116803,11.192948642451114,10.449018541655471
57420.93007117,13.677029708991675,9.787569859969782,8.46690422928562,10.803260567702775,14.102782088254965,10.098964221923055,8.490992851503163,11.148115491041628,9.643751983588793
56892.673826575,13.77134105575165,9.786386351116617,8.471951133960465,10.817051136471305,14.278506504770922,10.05933215011404,8.495963745694807,11.147820847537982,9.480522157155843
58508.866233149995,13.753124635856969,8.937549890089503,8.491567082079332,10.726435222902204,14.16139597012783,9.280285915557284,8.514741502169596,11.230848653557908,10.359011141171093
